1	0.048690957	-0.024350293
2	0.048690957	0.024350293
3	0.048575467	-0.072993122
4	0.048575467	0.072993122
5	0.048344762	-0.121462819
6	0.048344762	0.121462819
7	0.047999389	-0.16964442
8	0.047999389	0.16964442
9	0.047540166	-0.217423644
10	0.047540166	0.217423644
11	0.046968183	-0.264687162
12	0.046968183	0.264687162
13	0.046284797	-0.311322872
14	0.046284797	0.311322872
15	0.045491628	-0.357220158
16	0.045491628	0.357220158
17	0.044590558	-0.402270158
18	0.044590558	0.402270158
19	0.043583725	-0.446366017
20	0.043583725	0.446366017
21	0.042473515	-0.489403146
22	0.042473515	0.489403146
23	0.041262563	-0.531279464
24	0.041262563	0.531279464
25	0.039953741	-0.571895646
26	0.039953741	0.571895646
27	0.038550153	-0.611155355
28	0.038550153	0.611155355
29	0.037055129	-0.648965471
30	0.037055129	0.648965471
31	0.035472213	-0.685236313
32	0.035472213	0.685236313
33	0.033805162	-0.71988185
34	0.033805162	0.71988185
35	0.032057928	-0.752819907
36	0.032057928	0.752819907
37	0.030234657	-0.783972359
38	0.030234657	0.783972359
39	0.028339673	-0.813265315
40	0.028339673	0.813265315
41	0.02637747	-0.840629296
42	0.02637747	0.840629296
43	0.024352703	-0.865999398
44	0.024352703	0.865999398
45	0.022270174	-0.889315446
46	0.022270174	0.889315446
47	0.020134823	-0.910522137
48	0.020134823	0.910522137
49	0.017951716	-0.929569172
50	0.017951716	0.929569172
51	0.01572603	-0.946411375
52	0.01572603	0.946411375
53	0.013463048	-0.9610088
54	0.013463048	0.9610088
55	0.011168139	-0.973326828
56	0.011168139	0.973326828
57	0.00884676	-0.983336254
58	0.00884676	0.983336254
59	0.006504458	-0.991013371
60	0.006504458	0.991013371
61	0.004147033	-0.996340117
62	0.004147033	0.996340117
63	0.001783281	-0.999305042
64	0.001783281	0.999305042
